"","URLs","year","IslamWords","totals","anxioutyWords","chappwords","DHSWords","ReligLWICwords","optwords","frequency_anxiouty","frequency_chapp","frequency_religLWIC","frequency_reli_Lwicnoislam","frequency_dhs","frequency_islam","frequency_opt","state","globalterrorism","abbr","femadec","terroristattack","bioguide","end_last_term","first","last","religion","unafilated","other","jew","mormon","othodoxchristain","protestantdemonation","catholic","aa","hisp","id","icpsr","thomas","govtrack","cong","gender","type","start","end","district","class","party","dw1","comc","comr","leadcham","simpleparty","dwisest","manualcorrection","scomc","scomr","percentwhite","pres2","veryconservative","don'tattendchurch","don'tpray","unemploy","nonwhite","abrvState","catholic_state","jewish_state","evang_state","orthodox_state","bkprot_state","mainline_state","conservative.non.traditional_state","liberal.protestant_state","secular_state","veryReligous","upforElection","Female","Republican","frequency_chapp_lag1","frequency_religLWIC_lag1","frequency_anxiouty_lag1","frequency_opt_lag1","terroristattack_lag1","frequency_dhs_lag1","femadec_lag1","upforElection_lag1"
"byrd-2010","byrd","2010",10,243189,401,315,1247,421,475,0.00164892426544375,0.00129528984941342,0.00173116482731127,-4.11121623394672e-05,0.00512770003243979,4.11212809337593e-05,0.00195321434435357,"West Virginia",4805,"WV",49,0,"B001210","6/28/10","Robert","Byrd","Baptist",0,0,0,0,0,0,0,0,0,9151,"1366",1299,300016,111,"M","sen","1/4/07","6/28/10",0,1,"Democrat",-0.398,0,0,0,"D","NULL","NULL","NULL","NULL",0.9122257,3.097484,3.512579,3.553459,2.711599,9,0,"wv",6.051318169,0.121607356,18.25309181,0,1.233525753,15.24000549,0.451357901,0.013995161,58.62796021,0.69,0,0,0,0.00156359064947697,0.0019489824644889,0.00171774737548174,0.00199210964378785,0,0.00483391547972105,18,0
"cantwell-2008","cantwell","2008",4,2035649,1411,315,11290,493,3724,0.000693146036300462,0.000154742804702088,0.000242184205454378,-1.96385632680022e-06,0.0055461437780526,1.96597529780429e-06,0.00182939300225579,"Washington",4785,"WA",2,1,"C000127","1/3/19","Maria","Cantwell","Catholic",0,0,0,0,0,0,1,0,0,16,"39310",172,300018,110,"F","sen","1/4/07","1/3/13",0,1,"Democrat",-0.352,0,0,0,"D","NULL","NULL","0","0",0.8524027,3.229977,3.169336,4.147936,4.073256,5.3,0,"wa",10.81938171,1.075806499,9.789134026,0,0.821009398,7.810295105,3.095203161,0.102677546,66.8662796,0.45,0,1,0,0.000145162423351744,0.000233688897441255,0.000718660016366401,0.0016657833183489,2,0.00591120509751109,29,1
"cantwell-2010","cantwell","2010",4,26662157,7376,631,198368,1146,25132,0.000276647784429332,2.36675023013704e-05,4.2983268838939e-05,-1.49023759057872e-07,0.0074400592068435,1.51025371165581e-07,0.000942610407033347,"Washington",4805,"WA",2,0,"C000127","1/3/19","Maria","Cantwell","Catholic",0,0,0,0,0,0,1,0,0,17,"39310",172,300018,111,"F","sen","1/4/07","1/3/13",0,1,"Democrat",-0.352,0,0,0,"D","NULL","NULL","0","0",0.8253146,2.762398,3.200592,4.113249,3.564767,10.2,0,"wa",10.81938171,1.075806499,9.789134026,0,0.821009398,7.810295105,3.095203161,0.102677546,66.8662796,0.45,0,1,0,0.000154742804702088,0.000242184205454378,0.000693146036300462,0.00182939300225579,1,0.0055461437780526,2,0
"cantwell-2012","cantwell","2012",16,4468706,3187,840,17717,1057,8512,0.000713182847273014,0.000187974878791758,0.000236534797479628,-3.57940190296755e-06,0.00396468339351615,3.58145483412872e-06,0.00190480297175648,"Washington",8481,"WA",14,0,"C000127","1/3/19","Maria","Cantwell","Catholic",0,0,0,0,0,0,1,0,0,15,"39310",172,300018,112,"F","sen","1/4/07","1/3/13",0,1,"Democrat",-0.352,0,0,0,"D","NULL","NULL","0","0",0.8114127,2.651568,3.206825,4.281141,3.788301,8.3,0,"wa",10.81938171,1.075806499,9.789134026,0,0.821009398,7.810295105,3.095203161,0.102677546,66.8662796,0.45,1,1,0,2.36675023013704e-05,4.2983268838939e-05,0.000276647784429332,0.000942610407033347,0,0.0074400592068435,2,0
"cardin-2010","cardin","2010",143,6106923,3699,2659,29945,3055,10482,0.00060570701594289,0.000435408487535048,0.000500252927198034,-2.3414965740533e-05,0.00490345237805078,2.34170476560782e-05,0.00171641366804903,"Maryland",4805,"MD",34,1,"C000141","1/3/19","Benjamin","Cardin","Jew",0,0,1,0,0,0,0,0,0,30,"15408",174,400064,111,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.454,0,0,0,"D","NULL","NULL","0","0",0.6312195,2.529814,3.26784,3.688477,3.186888,7.7,0,"md",17.41647148,4.412138462,7.655473232,0,5.820304394,12.36337852,0.449757278,0.130817562,51.65472031,0.54,0,0,0,0.000415100160999986,0.000611576644865916,0.000809188830950725,0.00184438140345821,0,0.00381141764655527,0,0
"cardin-2012","cardin","2012",98,2128902,1641,890,7786,1373,3789,0.000770820887434931,0.000418056880449171,0.00064493439759181,-4.60318164784487e-05,0.00365728536536769,4.60341194202457e-05,0.00177979170901338,"Maryland",8481,"MD",54,0,"C000141","1/3/19","Benjamin","Cardin","Jew",0,0,1,0,0,0,0,0,0,28,"15408",174,400064,112,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.454,0,0,0,"D","NULL","NULL","0","0",0.6290019,2.399623,3.161017,3.907634,3.318567,7,0,"md",17.41647148,4.412138462,7.655473232,0,5.820304394,12.36337852,0.449757278,0.130817562,51.65472031,0.54,1,0,0,0.000435408487535048,0.000500252927198034,0.00060570701594289,0.00171641366804903,1,0.00490345237805078,34,0
"carper-2008","carper","2008",33,1814522,1066,991,6786,1045,4364,0.000587483543612037,0.000546150344014567,0.000575910247724745,-1.81852904339282e-05,0.00373982889957906,1.81876078228867e-05,0.00240504210724477,"Delaware",4785,"DE",0,0,"C000174","1/3/19","Thomas","Carper","Presbyterian",0,0,0,0,0,1,0,0,0,40,"15015",179,300019,110,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.255,0,0,0,"D","NULL","NULL","0","0",0.736,3.176,3.48,3.944,3.180328,5,0,"de",17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,0,0,0,0.000861690368147391,0.000905065293645147,0.000473252419270163,0.00225665895424488,0,0.00416825388511028,1,1
"carper-2010","carper","2010",60,3430026,2095,2023,12396,2077,7590,0.00061078354217315,0.000589792447645003,0.000605535768541113,-1.74914022340447e-05,0.00361396777459588,1.74935787734554e-05,0.0022128122148421,"Delaware",4805,"DE",3,0,"C000174","1/3/19","Thomas","Carper","Presbyterian",0,0,0,0,0,1,0,0,0,41,"15015",179,300019,111,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.267,0,0,0,"D","NULL","NULL","0","0",0.7061611,2.720379,3.364929,3.758294,3.023697,8.5,0,"de",17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,0,0,0,0.000546150344014567,0.000575910247724745,0.000587483543612037,0.00240504210724477,0,0.00373982889957906,0,0
"carper-2012","carper","2012",55,4266199,2466,1664,12115,2088,9929,0.000578033107738059,0.000390043752342308,0.000489429645967992,-1.28909233658238e-05,0.00283976538979991,1.28930380882373e-05,0.00232736547596561,"Delaware",8481,"DE",6,0,"C000174","1/3/19","Thomas","Carper","Presbyterian",0,0,0,0,0,1,0,0,0,39,"15015",179,300019,112,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.279,0,0,0,"D","NULL","NULL","0","0",0.7510917,2.41048,3.184211,4.008734,3.427948,7.2,0,"de",17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,1,0,0,0.000589792447645003,0.000605535768541113,0.00061078354217315,0.0022128122148421,0,0.00361396777459588,3,0
"casey-2010","casey","2010",196,5653430,5658,2660,31902,3527,12338,0.00100080935881934,0.000470511822633339,0.000623870049408943,-3.46681081575169e-05,0.00564294696377774,3.4670218509825e-05,0.0021823929284399,"Pennsylvania",4805,"PA",27,0,"C001070","1/3/19","Robert","Casey","Catholic",0,0,0,0,0,0,1,0,0,44,"40703",1828,412246,111,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.345,0,0,0,"D","NULL","NULL","0","0",0.8545043,2.873442,3.418771,3.830381,3.159879,8.6,0,"pa",30.93216896,2.774456263,5.765742779,0,2.048209906,19.42445946,0.206099436,0.079837441,38.63896561,0.53,0,0,0,0.000558060115556946,0.000742646142860625,0.000782430704085301,0.00169926770960532,0,0.00343043375208448,0,0
"casey-2012","casey","2012",30,2137682,2210,1292,12783,1645,4781,0.00103383110195155,0.00060439398267937,0.000769526121135885,-1.40325328055711e-05,0.00597984271640122,1.40348927866727e-05,0.0022365357137694,"Pennsylvania",8481,"PA",68,0,"C001070","1/3/19","Robert","Casey","Catholic",0,0,0,0,0,0,1,0,0,42,"40703",1828,412246,112,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.345,1,0,0,"D","NULL","NULL","1","0",0.8076923,2.687641,3.362607,3.991399,3.412324,7.8,0,"pa",30.93216896,2.774456263,5.765742779,0,2.048209906,19.42445946,0.206099436,0.079837441,38.63896561,0.53,1,0,0,0.000470511822633339,0.000623870049408943,0.00100080935881934,0.0021823929284399,0,0.00564294696377774,27,0
"chambliss-2008","chambliss","2008",72,930574,539,27,2829,214,1788,0.000579213400088548,2.90153502827287e-05,0.000229966591129776,-7.7370353631639e-05,0.00304006014629035,7.73726007539433e-05,0.00192139575205626,"Georgia",4785,"GA",21,0,"C000286","1/3/15","Saxby","Chambliss","Episcopalian",0,0,0,0,0,1,0,0,0,175,"29512",188,300021,110,"M","sen","1/7/03","1/3/09",0,2,"Republican",0.509,0,1,0,"R","NULL","NULL","NULL","NULL",0.7502812,2.96614,3.644544,3.319053,3.151308,6.4,0,"ga",3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,1,0,1,0.000126244885195957,0.000155396100726523,0.000766947236709782,0.00155492761688807,0,0.00480885887976575,0,0
"chambliss-2010","chambliss","2010",0,847563,778,272,2117,181,2055,0.000917926865097934,0.000320921096795164,0.000213554446764429,1.25196173825949e-09,0.00249775042983589,1e-09,0.00242459952541935,"Georgia",4805,"GA",0,0,"C000286","1/3/15","Saxby","Chambliss","Episcopalian",0,0,0,0,0,1,0,0,0,177,"29512",188,300021,111,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.519,0,1,0,"R","NULL","NULL","NULL","NULL",0.6051641,2.772213,3.522324,3.393972,2.621636,10.7,0,"ga",3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,0,0,1,2.90153502827287e-05,0.000229966591129776,0.000579213400088548,0.00192139575205626,0,0.00304006014629035,21,1
"chambliss-2012","chambliss","2012",14,1086580,909,563,4270,632,2494,0.000836570787774485,0.00051814048351709,0.000581642480608883,-1.28829278824563e-05,0.00392976226930369,1.28854631780449e-05,0.00229527608328885,"Georgia",8481,"GA",0,2,"C000286","1/3/15","Saxby","Chambliss","Episcopalian",0,0,0,0,0,1,0,0,0,176,"29512",188,300021,112,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.529,0,1,0,"R","NULL","NULL","NULL","NULL",0.6009096,2.667236,3.453508,3.550741,2.82906,9.1,0,"ga",3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,0,0,1,0.000320921096795164,0.000213554446764429,0.000917926865097934,0.00242459952541935,0,0.00249775042983589,0,0
"clinton-2008","clinton","2008",182,9282497,10692,3891,51890,6050,20390,0.00115184624164134,0.000419177004042878,0.000651765282821745,-1.96057230870871e-05,0.00559009168357361,1.96077933014145e-05,0.00219660822755957,"New York",4785,"NY",16,1,"C001041","1/21/09","Hillary","Clinton","Methodist",0,0,0,0,0,1,0,0,0,9167,"40105",1631,300022,110,"F","sen","1/4/07","1/21/09",0,1,"Democrat",-0.433,0,0,0,"D","NULL","NULL","0","0",0.7934166,3.361823,3.248014,4.115407,3.9197,5.5,0,"ny",40.46861649,10.24565506,3.856022596,0,3.746647835,7.00045681,0.166738421,0.075862452,34.33516312,0.46,0,1,0,0.000516804443693653,0.000743338929066072,0.00121441981607905,0.00225276060453683,0,0.00565320256615921,38,1
"coburn-2008","coburn","2008",1053,16267560,12033,10412,47630,10200,32479,0.000739693984073826,0.000640047817101028,0.000627015745911495,-6.47290131664032e-05,0.00292791397527103,6.47310517102749e-05,0.00199655118945681,"Oklahoma",4785,"OK",82,0,"C000560","1/3/15","Thomas","Coburn","Baptist",0,0,0,0,0,1,0,0,0,775,"29555",212,400576,110,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.816,0,0,0,"R","NULL","NULL","0","0",0.8329571,2.84127,3.75395,3.284424,2.954442,3.7,0,"ok",4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,0,0,1,0.000528537114680761,0.000518353233347156,0.000851270908022701,0.00218799691472501,0,0.00382789487076874,104,0
"coburn-2010","coburn","2010",32,14386401,8015,5724,32628,6778,24806,0.000557124355591159,0.000397876743905651,0.000471140376693309,-2.22329006814305e-06,0.00226797615236785,2.2253228170826e-06,0.00172426824376722,"Oklahoma",4805,"OK",204,0,"C000560","1/3/15","Thomas","Coburn","Baptist",0,0,0,0,0,1,0,0,0,776,"29555",212,400576,111,"M","sen","1/4/05","12/22/10",0,3,"Republican",0.816,0,0,0,"R","NULL","NULL","0","0",0.8157424,3.177102,3.781362,3.454383,2.656529,7.2,0,"ok",4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,1,0,1,0.000640047817101028,0.000627015745911495,0.000739693984073826,0.00199655118945681,0,0.00292791397527103,82,0
"coburn-2012","coburn","2012",16,22180543,12700,7274,37650,8408,35905,0.000572574899565939,0.000327946082318318,0.000379071972248064,-7.2033585408742e-07,0.0016974346471384,7.22352944335042e-07,0.00161876209164685,"Oklahoma",8481,"OK",10,0,"C000560","1/3/15","Thomas","Coburn","Baptist",0,0,0,0,0,1,0,0,0,777,"29555",212,400576,112,"M","sen","1/5/11","1/3/17",0,3,"Republican",0.816,0,0,0,"R","NULL","NULL","0","0",0.8103728,3.00813,3.631494,3.492707,2.888169,5.1,0,"ok",4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,0,0,1,0.000397876743905651,0.000471140376693309,0.000557124355591159,0.00172426824376722,0,0.00226797615236785,204,1
"cochran-2008","cochran","2008",0,193002,19,303,2102,212,465,9.84455757038787e-05,0.00156993291780396,0.00109843521311696,6.69131000257491e-09,0.0108910798489238,1e-09,0.00240930245801598,"Mississippi",4785,"MS",109,0,"C000567","1/3/21","Thad","Cochran","Baptist",0,0,0,0,0,1,0,0,0,195,"14009",213,300023,110,"M","sen","1/7/03","1/3/09",0,2,"Republican",0.319,0,1,0,"R","NULL","NULL","0","1",0.7697842,2.877698,3.708633,3.036101,2.64982,6.5,0,"ms",3.689857244,0.095833384,41.68421936,0,13.08879662,11.21514893,0.404824167,0.00497432,29.81354904,0.77,1,0,1,0.0010121140551817,0.000689099250336474,1e-09,0.00201345995020188,0,0.00532974527994616,0,0
"cochran-2010","cochran","2010",0,554629,193,613,4714,379,1077,0.000347981361647155,0.00110524432481713,0.000683340673908144,2.23206625313163e-09,0.00849937625805538,1e-09,0.00194183959841444,"Mississippi",4805,"MS",18,0,"C000567","1/3/21","Thad","Cochran","Baptist",0,0,0,0,0,1,0,0,0,197,"14009",213,300023,111,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.325,0,1,0,"R","NULL","NULL","0","1",0.7002457,2.965602,3.738916,3.027094,2.324324,10.9,0,"ms",3.689857244,0.095833384,41.68421936,0,13.08879662,11.21514893,0.404824167,0.00497432,29.81354904,0.77,0,0,1,0.00156993291780396,0.00109843521311696,9.84455757038787e-05,0.00240930245801598,0,0.0108910798489238,109,1
"cochran-2012","cochran","2012",20,2431639,1681,1788,14573,1703,5865,0.000691304273224356,0.000735307515481944,0.00070035166882872,-8.22361707898712e-06,0.00599307809738164,8.22590509487634e-06,0.00241195441907249,"Mississippi",8481,"MS",83,0,"C000567","1/3/21","Thad","Cochran","Baptist",0,0,0,0,0,1,0,0,0,196,"14009",213,300023,112,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.331,0,1,0,"R","NULL","NULL","0","1",0.6303318,2.744076,3.606635,3.239905,2.395735,8.9,0,"ms",3.689857244,0.095833384,41.68421936,0,13.08879662,11.21514893,0.404824167,0.00497432,29.81354904,0.77,0,0,1,0.00110524432481713,0.000683340673908144,0.000347981361647155,0.00194183959841444,0,0.00849937625805538,18,0
"coleman-2008","coleman","2008",388,5691574,4295,3985,22610,4959,11317,0.000754625291979688,0.000700158812232609,0.000871288977631495,-6.81697957608954e-05,0.00397254005510145,6.81719488447308e-05,0.0019883789074119,"Minnesota",4785,"MN",6,0,"C001057","1/3/09","Norm","Coleman","Jew",0,0,1,0,0,0,0,0,0,8314,"40302",1697,300024,110,"M","sen","1/7/03","1/3/09",0,2,"Republican",0.166,0,0,0,"R","NULL","NULL","0","0",0.917923,3.284034,3.288107,3.671692,3.417936,5.5,0,"mn",25.37247658,0.664534092,11.64942741,0,0.684395969,25.91269302,0.333158165,0.129574209,35.14619827,0.49,1,0,1,0.000779557566764129,0.000900033030409935,0.000856179961642861,0.00239762336050307,0,0.00438835992178637,18,0
"collins-2008","collins","2008",22,6390962,4724,2572,47812,3760,13094,0.000739169845003303,0.000402444325433636,0.000588331833448861,-3.44126920284717e-06,0.0074811908427811,3.44336125954121e-06,0.00204883183329239,"Maine",4785,"ME",16,0,"C001035","1/3/21","Susan","Collins","Catholic",0,0,0,0,0,0,1,0,0,203,"49703",1541,300025,110,"F","sen","1/7/03","1/3/09",0,2,"Republican",0.048,0,1,0,"R","NULL","NULL","NULL","NULL",0.9565217,3.241107,3.29249,4.407115,4.342742,5.4,0,"me",21.53570938,0.664534092,5.810194016,0,0.085184149,7.485455036,0.485044718,0.340980917,63.59289932,0.34,1,1,1,5.43989520966949e-05,0.000129541003629306,0.000618888322945077,0.00163438616935878,0,0.00456591523280512,2,0
"collins-2010","collins","2010",6,691736,517,200,3528,339,1105,0.000747395959926909,0.000289128644072305,0.000490072356702557,-8.6721208562852e-06,0.00510021264143546,8.67482932216915e-06,0.00159743123349949,"Maine",4805,"ME",7,0,"C001035","1/3/21","Susan","Collins","Catholic",0,0,0,0,0,0,1,0,0,205,"49703",1541,300025,111,"F","sen","1/6/09","1/3/15",0,2,"Republican",0.042,0,1,0,"R","NULL","NULL","0","1",0.9212828,2.803519,3.396502,4.215744,3.772595,8.2,0,"me",21.53570938,0.664534092,5.810194016,0,0.085184149,7.485455036,0.485044718,0.340980917,63.59289932,0.34,0,1,1,0.000402444325433636,0.000588331833448861,0.000739169845003303,0.00204883183329239,0,0.0074811908427811,16,1
"collins-2012","collins","2012",14,1422108,1243,518,6742,812,2774,0.000874055572507855,0.000364249003667795,0.000570984357100867,-9.8431391347513e-06,0.00474085049947543,9.84554063967012e-06,0.00195062640960321,"Maine",8481,"ME",0,0,"C001035","1/3/21","Susan","Collins","Catholic",0,0,0,0,0,0,1,0,0,204,"49703",1541,300025,112,"F","sen","1/6/09","1/3/15",0,2,"Republican",0.035,0,1,0,"R","NULL","NULL","0","1",0.9079284,2.723077,3.287179,4.438461,4.048594,7.7,0,"me",21.53570938,0.664534092,5.810194016,0,0.085184149,7.485455036,0.485044718,0.340980917,63.59289932,0.34,0,1,1,0.000289128644072305,0.000490072356702557,0.000747395959926909,0.00159743123349949,0,0.00510021264143546,7,0
"conrad-2008","conrad","2008",0,2744900,1729,1354,12717,1535,14818,0.00062989644245692,0.00049327944365915,0.000559219915078874,1.20373015959739e-09,0.00463295666322999,1e-09,0.0053983761684943,"North Dakota",4785,"ND",0,0,"C000705","1/3/13","Kent","Conrad","Unitarian-Universalist",0,1,0,0,0,0,0,0,0,10305,"15502",1307,300026,110,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.298,1,0,0,"D","NULL","NULL","1","0",0.949495,2.909091,3.535353,3.383838,3.846939,3.2,0,"nd",27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,0,0,0,8.35648302317225e-05,0.000125346745347584,0.000632997014005298,0.00225204622474492,0,0.00360786937025462,16,1
"conrad-2010","conrad","2010",0,4693225,3278,1828,22655,2159,25175,0.00069845462197636,0.000389498626898348,0.000460025823016156,1.09801891514175e-09,0.00482717208171886,1e-09,0.00536411629385444,"North Dakota",4805,"ND",88,0,"C000705","1/3/13","Kent","Conrad","Unitarian-Universalist",0,1,0,0,0,0,0,0,0,10306,"15502",1307,300026,111,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.287,1,0,0,"D","NULL","NULL","1","0",0.962406,2.947368,3.526316,3.511278,2.80303,3.8,0,"nd",27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,0,0,0,0.00049327944365915,0.000559219915078874,0.00062989644245692,0.0053983761684943,0,0.00463295666322999,0,0
"conrad-2012","conrad","2012",0,1632834,1357,778,8946,918,9675,0.000831071396623294,0.000476473194968993,0.000562213692778323,1.34431711538241e-09,0.00547881881001621,1e-09,0.00592528183075193,"North Dakota",8481,"ND",0,0,"C000705","1/3/13","Kent","Conrad","Unitarian-Universalist",0,1,0,0,0,0,0,0,0,10304,"15502",1307,300026,112,"M","sen","1/4/07","1/3/13",0,1,"Democrat",-0.277,1,0,0,"D","NULL","NULL","1","0",0.9622642,2.943396,3.632076,3.660377,3.132076,3.2,0,"nd",27.1496563,0.095833384,12.09095192,0,0.13728866,36.02160263,0.369129628,0.021133374,24.1346283,0.53,1,0,0,0.000389498626898348,0.000460025823016156,0.00069845462197636,0.00536411629385444,0,0.00482717208171886,88,0
"coons-2012","coons","2012",137,4632045,2276,2268,9585,3120,10144,0.000491360647844527,0.000489633548906585,0.000673569585797418,-2.95754238973098e-05,0.00206928141502187,2.95775693122584e-05,0.00218996245331058,"Delaware",8481,"DE",6,0,"C001088","1/3/21","Chris","Coons","Presbyterian",0,0,0,0,0,1,0,0,0,414,"40916",1984,412390,112,"M","sen","11/15/10","1/3/15",0,2,"Democrat",-0.397,0,0,0,"D","NULL","NULL","0","0",0.7510917,2.41048,3.184211,4.008734,3.427948,7.2,0,"de",17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,0,0,0,1e-09,1e-09,1e-09,0.0011609917120743,0,0.00270897932817337,3,0
"corker-2010","corker","2010",0,1135006,841,711,2958,614,2353,0.0007409662459987,0.000626429406545869,0.000540967303261833,1.47661977404686e-09,0.0026061546238575,1e-09,0.00207311779409624,"Tennessee",4805,"TN",59,0,"C001071","1/3/19","Bob","Corker","Presbyterian",0,0,0,0,0,1,0,0,0,47,"40705",1825,412248,111,"M","sen","1/4/07","1/3/13",0,1,"Republican",0.397,0,1,0,"R","NULL","NULL","0","1",0.811789,3.039297,3.675284,3.301965,2.571872,9.4,0,"tn",2.813159704,0.245446771,40.63577652,0,5.746162891,11.27584839,0.320574254,0.051812675,38.79838562,0.73,0,0,1,0.000323795875946088,0.000349092350629376,0.000496936191556149,0.00147338011433107,2,0.0026521958345723,19,0
"corker-2012","corker","2012",12,771378,633,427,3458,493,1876,0.000820610351057458,0.000553555807111429,0.000639116971676662,-1.55547468375146e-05,0.00448288747070567,1.55575753754968e-05,0.00243201228370267,"Tennessee",8481,"TN",10,0,"C001071","1/3/19","Bob","Corker","Presbyterian",0,0,0,0,0,1,0,0,0,45,"40705",1825,412248,112,"M","sen","1/4/07","1/3/13",0,1,"Republican",0.397,0,1,0,"R","NULL","NULL","0","1",0.8037915,2.872986,3.643264,3.57075,2.816714,7.8,0,"tn",2.813159704,0.245446771,40.63577652,0,5.746162891,11.27584839,0.320574254,0.051812675,38.79838562,0.73,1,0,1,0.000626429406545869,0.000540967303261833,0.0007409662459987,0.00207311779409624,0,0.0026061546238575,59,0
"cornyn-2008","cornyn","2008",120,9298743,6862,5166,49775,6834,31016,0.000737950204532269,0.000555559961033766,0.000734939044851869,-1.29038910225775e-05,0.00535287503899645,1.29059700588563e-05,0.00333550559454574,"Texas",4785,"TX",470,0,"C001056","1/3/21","John","Cornyn","Church of Christ",0,0,0,0,0,1,0,0,0,208,"40305",1692,300027,110,"M","sen","1/7/03","1/3/09",0,2,"Republican",0.555,0,1,0,"R","NULL","NULL","0","1",0.7158341,2.983962,3.60886,3.428706,2.99383,4.8,0,"tx",21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,1,0,1,0.00068859008175907,0.000756230535191637,0.00128685290504164,0.00266498853616544,0,0.00684543108973834,276,0
"cornyn-2010","cornyn","2010",117,8786835,7330,5900,34225,6559,23848,0.000834203531400669,0.000671460063473936,0.000746458626665347,-1.33142896967308e-05,0.00389503260125347,1.33163746485509e-05,0.00271406129588583,"Texas",4805,"TX",46,1,"C001056","1/3/21","John","Cornyn","Church of Christ",0,0,0,0,0,1,0,0,0,210,"40305",1692,300027,111,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.565,0,0,0,"R","NULL","NULL","0","0",0.6484739,3.00907,3.612578,3.568064,2.841615,8,0,"tx",21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,0,0,1,0.000555559961033766,0.000734939044851869,0.000737950204532269,0.00333550559454574,0,0.00535287503899645,470,1
"cornyn-2012","cornyn","2012",42,3740482,3358,2596,16733,3382,9843,0.000897746263845675,0.000694029202782422,0.000904162549233495,-1.12272577054109e-05,0.00447348864143231,1.12294994286833e-05,0.00263148004467927,"Texas",8481,"TX",1,1,"C001056","1/3/21","John","Cornyn","Church of Christ",0,0,0,0,0,1,0,0,0,209,"40305",1692,300027,112,"M","sen","1/6/09","1/3/15",0,2,"Republican",0.575,0,0,0,"R","NULL","NULL","0","0",0.6127532,2.811952,3.512195,3.622569,2.907098,6.7,0,"tx",21.0446434,0.635684907,27.1744709,0,4.815392494,9.775830269,0.655088663,0.034415763,35.85221481,0.64,0,0,1,0.000671460063473936,0.000746458626665347,0.000834203531400669,0.00271406129588583,1,0.00389503260125347,46,0
"craig-2008","craig","2008",10,1922270,1440,733,4261,1092,4692,0.000749115328372185,0.000381321001872786,0.00056807936568224,-5.20088731116561e-06,0.00221665110638464,5.20318283591795e-06,0.0024408651866127,"Idaho",4785,"ID",2,0,"C000858","1/3/09","Larry","Craig","Methodist",0,0,0,0,0,1,0,0,0,8344,"14809",246,300029,110,"M","sen","1/7/03","1/3/09",0,2,"Republican",0.438,0,1,0,"R","NULL","NULL","NULL","NULL",0.8907104,2.874317,3.661202,3.595628,2.855556,5.4,0,"id",7.340161324,0,10.12764835,0,0.044499673,6.17611742,26.6262989,0.055922579,49.5975647,0.51,1,0,1,0.000582234261920986,0.000803742172797025,0.000662833832545092,0.00252451482395363,0,0.00300867588105927,1,0
